title,content,link
"포스코이앤씨, SBTi로부터 '2030년 탄소감축 목표' 승인받아","""건설 전 과정서 탄소감축 추진"" 포스코이앤씨의 이동식 친환경 근로자 쉼터 모습 [포스코이앤씨 제공. 재판매 및 DB 금지] (서울=연합뉴스) 권혜진 기자 = 포스코이앤씨는 포스코그룹이 추진하는 '2050 탄소중립 비전'에 맞춰 지난달 '과학 기반 감축 목표 이니셔티브'(SBTi)로부터 2030년 단기 탄소감축 목표에 대한 승인을 받았다고 14일 밝혔다. SBTi는 과학적 근거에 기반해 기업들의 탄소 배출 감축 목표를 검증하는 글로벌 이니셔티브로, 파리 협정에 따라 배출 감소 목표를 설정하고 평균기온 상승을 섭씨 1.5도로 제한하기 위한 캠페인을 주도하고 있다. 포스코이앤씨는 SBTi 가입을 통해 ▲ 신재생에너지 사업 확대 ▲ 현장·건물 에너지효율화 ▲ 제로에너지빌딩 로드맵에 따른 건물 운영단계 탄소감축 등에 대한 구체적인 목표도 설정했다. 특히 포스코이앤씨가 설정한 탄소감축 목표는 건설 시공 과정에서 발생하는 직접 온실가스 배출을 뜻하는 스코프(Scope) 1과 간접 온실가스 배출(스코프 2)뿐 아니라 판매된 제품 사용 단계를 포함한 전 밸류체인(가치사슬)에서 발생하는 온실가스 배출(스코프 3)까지 포함한다. 포스코이앤씨는 스코프 1·2에서는 저탄소 현장 구현과 함께 해상풍력 등 재생에너지 사업을 통해 탄소감축을 추진하고, 스코프 3에서는 제로에너지건물 로드맵에 따른 친환경 건축기술 개발 가속화와 저탄소 자재 확대 등 체계적인 공급망 관리를 통해 가치사슬에서의 탄소감축을 추진할 계획이다. 포스코이앤씨는 ""직원, 협력사, 고객과 협력해 건설 전 과정에서의 탄소 배출을 저감하기 위해 다양한 활동을 추진하고 있다""며 ""탄소중립 전략 이행을 통해 친환경 사회 건설에 기여하고, 저탄소 비즈니스를 확대해 건설산업 기후 변화 대응을 선도해 나가겠다""고 밝혔다. 포스코이앤씨는 건설현장에 국내 첫 태양광 이동식 근로자 쉼터를 운영하는 등 이전부터 다양한 탄소감축 노력을 기울여왔다. lucid@yna.co.kr",https://n.news.naver.com/mnews/article/001/0014503703?sid=101
경기도 '기후도민회의' 구성…탄소중립 기본계획 숙의공론장,"(수원=연합뉴스) 김경태 기자 = 경기도는 탄소중립 녹색성장 기본계획에 반영하기 위한 숙의 공론장으로 '경기기후도민회의'를 운영한다고 13일 밝혔다. 경기기후도민회의 화상회의 [경기도 제공 자료사진. 재판매 및 DB 금지] 이를 위해 도는 지난달 공모를 통해 34세 이하 청년 52명을 모집하고 기존 탄소중립도민추진단 106명을 더해 158명으로 기후도민회의를 꾸렸다. 31개 시군에서 모두 참여할 수 있도록 지역별로 안배했다. 앞서 도는 지난해 9월 기후위기 대응 전략 '스위치 더 경기'(Switch the 경기) 프로젝트를 발표했는데, 이번 기후도민회의 구성원들을 지구의 열기를 끄고 지속 가능성을 켜는 사람이라는 의미로 '스위처'(Switcher)로 명명했다. 기후도민회의는 에너지, 건물, 수송, 폐기물, 농축산·흡수원 5개 분과로 회차별 전체 토론과 분과별 심층 토론을 진행한다. 이를 통해 ▲ 탄소중립 기본계획 검토 의견 ▲ 시군 협력 방안 ▲ 청년 제안 ▲ 정책건의(안) ▲ 경기도민 실천약속 ▲ 경기기후헌장 ▲ 도민참여 이행점검방안 등 7가지 정책 과제를 도출할 계획이다. ktkim@yna.co.kr",https://n.news.naver.com/mnews/article/001/0014501693?sid=102
"""탄소중립 녹색성장 정책반영""…'경기기후도민회의' 운영","31개 시군 청년 포함 158명으로 구성 에너지, 건물, 수송 등 5개 분과 활동 [수원=뉴시스] 경기기후도민회의. (사진=경기도 제공) 2024.02.13. photo@newsis.com *재판매 및 DB 금지 [수원=뉴시스] 이병희 기자 = 경기도가 다양한 도민의 의견을 탄소중립 녹색성장 기본계획에 반영하기 위해 숙의공론 기반의 정책대안을 도출하는 '경기기후도민회의'를 운영한다. 13일 경기도에 따르면 경기기후도민회의는 지난달 공모를 통해 34세 이하 청년 52명을 모집하고 기존 탄소중립도민추진단 106명을 더해 158명으로 구성했다. 31개 시군에서 모두 참여할 수 있도록 지역별로 안배했다. 앞서 도는 지난해 9월 '지구의 열기를 끄다, 지속가능성을 켜다'의 비전이 담긴 기후위기 대응 전략 '스위치 더 경기(Switch the 경기)' 프로젝트를 발표했다. 경기기후도민회의 구성원들은 지구의 열기를 끄고 지속가능성을 켜는 사람을 뜻하는 ‘스위처(Switcher)’로 명명해 활동하고 있다. 경기기후도민회의는 에너지, 건물, 수송, 폐기물, 농축산·흡수원 5개 분과로 회차별 전체 토론과 분과별 심층 토론을 진행한다. 또 ▲5개 분야 탄소중립 기본계획 검토의견 ▲시군 협력 방안 ▲청년 제안 ▲정책건의(안) ▲경기도민 실천약속 ▲경기기후헌장 ▲도민참여 이행점검방안 등 7가지 주요 탄소중립 정책 과제를 도출할 계획이다. 이들은 지난달 19일 첫 회의를 시작으로 5월까지 활동한다. 3월까지 집중 활동으로 정책 대안을 도출해 경기도 탄소중립 기본계획에 반영할 방침이다. 경기기후도민회의 스위처로 활동하고 있는 평택시 청년은 ""기후위기 대응을 위해 다양한 청년들의 의견에 귀 기울이는 경기도 정책은 모범적 사례""라며 ""청년세대가 보다 적극적으로 참여하고 실천할 수 있는 정책을 만들어 탄소중립 시대를 앞당기는 데 일조할 것""이라고 말했다.",https://n.news.naver.com/mnews/article/003/0012369212?sid=102
"EU, 탄소중립산업법 최종안 채택…원전도 혜택 대상","미국 플로리다 GE베르노바 공장에서 작업자들이 주요 풍력발전 터빈 부품을 조립하고 있다. AP=연합뉴스 유럽연합(EU) 27개국이 16일(현지시간) 녹색산업 육성을 목표로 한 ‘탄소중립산업법’(NZIA)를 최종 승인했다. EU 상반기 순환의장국인 벨기에 정부는 이날 엑스(X·옛 트위터)를 통해 27개국 상주대표인 대사들이 NZIA 최종안을 채택했다고 밝혔다. 이제 유럽의회의 승인만 받으면 법 시행은 확정된다. NZIA는 탄소중립과 관련된 역내 산업 제조 역량을 2030년까지 40% 끌어올리고 대외 의존도를 줄이는 것을 목표로 한다. 미국 인플레이션감축법(IRA)과 중국의 공격적 보조금 정책에 맞선 구상으로 ‘유럽판 IRA’로도 불린다. 최종안에 따르면 EU는 ‘전략적 탄소중립 기술’을 별도로 지정해 패스트트랙 허가, 보조금 지급 요건 완화 등 각종 혜택을 지원할 계획이다. 특히 핵분열 에너지 등 원자력 발전 관련 기술도 태양광, 배터리, 탄소 포집·저장 등과 함께 전략적 기술 목록에 포함된 것으로 전해졌다. NZIA 시행 후 보조금 지원 등에 까다로웠던 기존 EU 규정보다 유연성이 확대될 것이라는 전망이 나온다. 다만 태양광 패널 등 일부 산업은 중국산이 이미 유럽 시장을 잠식한 데다 IRA와 달리 EU 차원의 재원 조달이 이뤄지는 것은 아니어서 효과가 기대만큼 크지 않을 것이라는 관측도 있다.",https://n.news.naver.com/mnews/article/025/0003341871?sid=104
"경기도, 탄소중립 기술 보유 소부장 기업 집중 지원","(의정부=연합뉴스) 우영식 기자 = 경기도는 탄소중립·친환경 기술을 보유한 우수 중소기업을 지원하는 '소부장 탄소중립 기술사업화 지원사업'을 추진한다고 12일 밝혔다. 경기도청사 [경기도 제공. 재판매 및 DB 금지] 이 사업은 탄소중립 기술을 보유한 소부장 기업을 지원해 글로벌 경쟁력을 강화하고 미래 신성장 산업 발전과 탄소중립 실현에 기여하고자 추진한다. 지난해까지 그린뉴딜 선도기업 기술사업화 지원사업으로 운영했으나 올해는 소부장 기업육성 지원사업과 통합 운영해 탄소중립 관련 소부장 기업을 집중적으로 지원한다. 최대 5천만원이던 지원 금액은 올해 7천500만원까지 확대한다. 지원 대상은 경기도에 본사 또는 공장이 있는 3년 이상 중소 제조기업으로 그린IT·신소재·신재생에너지·탄소 저감·그린 차량·청정 생산 등 탄소중립 6개 분야의 기술에 대한 사업화 과제를 추진하는 업체다. 선정된 기업은 에너지·자원 순환 개선, 탄소 저감 등을 위한 '공정·환경 개선'과 시제품 개발, 지식재산권, 제품규격인증 획득 등을 지원받는다. 자세한 사항은 경기도(gg.go.kr)와 이지비즈(www.egbiz.or.kr)를 참조하거나 경기도 기업육성과 소재부품산업팀(☎ 031-8030-3014) 또는 경기도경제과학진흥원 사업화지원팀(☎ 031-259-6496)으로 문의하면 확인할 수 있다. wyshik@yna.co.kr",https://n.news.naver.com/mnews/article/001/0014500289?sid=102
"에너지 덜 쓰고, 태양광 늘리고… 충남도의 탄탄한 탄소중립 전략","신재생에너지 보급에 456억원 투입 마을회관 태양열 설치 지원하고 포인트제 운영해 생활 에너지 절약 “도민이 체감할 수 있는 정책 추진” 2022년 탄소중립경제특별도를 선포한 충남도는 올해 탄소중립 및 친환경화를 위한 협력, 에너지 전환, 생활 속 탄소중립 실천 등을 위해 관련 사업에 박차를 가하기로 했다. 사진은 충남도청사 전경. 충남도 제공 2022년 탄소중립경제특별도를 선포한 충남도가 탄소중립 실현을 올해 핵심 도정으로 내세웠다. 도내 탄소중립 및 친환경화를 위한 협력 사업, 에너지 전환, 생활 속 탄소중립 실천 등을 위해 관련 사업에 박차를 가하기로 했다. 도는 올해 신재생에너지 보급 사업에 국비 156억여 원 등 총 456억여 원을 투입한다고 15일 밝혔다. 지난해에는 4461곳에 363억여 원을 들여 재생에너지 설비 설치를 추진했고, 올해는 5105곳이 대상이다. 먼저 특정 구역의 주택·공공·상업 건물에 상호 보완할 수 있는 2종 이상(태양광+지열)의 에너지원을 지원하는 사업인 ‘융복합 지원’을 올해도 이어 나간다. 사업에는 총 318억여 원이 투입된다. 사업량은 10개 시군 3193곳에 총 1만6121kW이다. 이와 함께 마을회관 태양열 설치 지원을 통해 관내 20곳에 646㎡의 태양열 설비를 설치한다. 자체 사업으로 추진하는 경로당 태양광 설치 사업은 130곳을 대상으로 9억여 원을 투입해 390kW의 태양광 설비를 설치할 예정이다. 에너지 감축률에 따라 개인 최대 10만 원 등을 지급하는 ‘탄소중립포인트제’도 마련한다. 이 제도는 가정 또는 상업시설(올해부터 단지 부문 제외)에서 사용하는 에너지(전기·상수도·도시가스)의 과거 1∼2년간 월평균 사용량과 현재 사용량을 비교해 5% 이상 감축 시 감축률에 따라 포인트를 주는 것이다. 포인트는 현금과 지역화폐 등으로 지급된다. 참여자는 연 2회(6월, 12월) 1인당 최대 10만 원, 상업시설은 최대 40만 원까지 받을 수 있다. 이날 도와 15개 시군은 환경·하천부서장 회의를 열어 환경·하천 분야에서 탄소중립 이행을 위한 협력 체계를 마련했다. 회의에선 성과를 체감하는 ‘충남형 탄소중립 구현’을 위해 산업·운송 부문 대기오염 배출량 감축과 미세먼지 대응을 강화해 쾌적한 대기환경을 조성하기로 했다. 도 관계자는 “탄소중립포인트제도는 일상에서 에너지를 절약하면서 온실가스를 감축하고, 인센티브 혜택까지 받을 수 있는 일거양득의 제도”라며 “앞으로 탄소중립 실현을 위해 도민들이 체감할 수 있는 관련 정책을 지속적으로 펼치겠다”고 말했다. 도는 2022년부터 국제사회와 주요국의 기후위기 대응 등의 움직임에 발맞춰 2045년 조기 탄소중립(NET-ZERO) 실현을 목표로 탄소중립 전략을 추진 중이다.",https://n.news.naver.com/mnews/article/020/0003548320?sid=102
[신년기획] “탄소 줄이자”… 수소 캐기 나선 중동 산유국들,"■ 한-중동 ‘석유없는 미래’ 준비한다 일조량 풍부 그린수소 산업 최적 네옴시티, 연간 120만t 생산 계획 중동이 세계 수소 산업의 중심지로 떠오르고 있다. 사우디아라비아와 아랍에미리트(UAE), 오만 등이 경쟁적으로 수소 및 암모니아 생산 프로젝트를 추진 중이다. 대체 에너지 개발로 원유 수출 의존도를 낮추고 탄소 중립도 달성하겠다는 구상으로 풀이된다. 16일 관련 업계에 따르면 수소는 크게 그레이 수소와 블루 수소, 그린 수소로 나뉜다. 그레이 수소는 석유화학이나 철강 산업 공정에서 부수적으로 발생하는 부생수소와 천연가스에서 추출하는 개질수소를 뜻한다. 이 과정에서 이산화탄소가 많이 배출되는데, 이를 포집·저장해 탄소 배출량을 줄이면 블루 수소가 된다. 그린 수소는 태양광, 풍력 등 재생에너지 자원으로 전기를 생산한 뒤, 이 전기로 물을 분해해 만드는 수소다. 중동은 일조량이 풍부하고 바다와 접한 나라가 많아 태양광발전과 풍력발전에 모두 유리하기에 그린 수소 생산에도 최적의 입지로 꼽힌다. 사우디는 네옴시티를 100% 신재생에너지로 운영되는 도시로 구상하고 있다. 네옴시티에는 연간 120만t의 그린 수소를 생산할 수 있는 시설이 들어설 예정이다. 세계 그린 수소 생산량의 약 10%에 달한다. 포스코와 삼성물산, 사우디 국부펀드(PIF) 등 3사는 대규모 그린 수소와 암모니아를 생산하는 프로젝트를 추진해 나갈 예정이다. 건설업계에 따르면 UAE는 오는 2030년까지 세계 저탄소 수소 시장 점유율 25% 달성 목표를 세우고 있다. UAE에서 추진 중인 수소 프로젝트는 6개에 달한다. 오만도 2040년까지 수소 중심 경제를 건설하고, 2050년에는 연간 그린 수소 및 블루 수소 850만t을 생산한다는 구상을 갖고 있다. 오만 역시 수소 프로젝트 6개를 추진 중이다.",https://n.news.naver.com/mnews/article/021/0002621689?sid=101
탄소중립포인트로 가스비 낸다…텀블러 쓰면 카페주인도 15만원,"점주들도 소비자가 받는 포인트의 10% 지급 텀블러에 음료를 담는 모습. [연합뉴스 자료사진] (서울=연합뉴스) 이재영 기자 = 집에서 에너지 사용량을 줄이면 받을 수 있는 '탄소중립포인트'로 도시가스 요금을 낼 수 있게 됐다. 카페에서 손님이 텀블러에 음료를 받아 가면 점주에게도 연간 최대 15만포인트가 지급된다. 9일 환경부에 따르면 최근 '탄소중립포인트 제도 운영에 관한 규정'이 7일 개정·고시되면서 '탄소중립포인트 에너지'로 도시가스 요금을 낼 수 있게 됐다. 포인트로 도시가스 요금납부는 '가스앱'(도시가스 애플리케이션)에서 가능하다. 에너지 분야 탄소중립포인트는 전기·수돗물·도시가스를 전보다 덜 쓰면 준다. 예컨대 집 도시가스 사용량을 과거 1~2년 평균보다 '5% 이상 10% 미만' 감축했다면 3천포인트, '10% 이상 15% 미만'으로 줄였다면 6천포인트, 감축률이 15% 이상이면 8천포인트를 준다. 이렇게 모은 포인트는 현금으로 돌려받을 수 있다. 쓰레기종량제봉투나 교통카드, 상품권 등으로 교환하거나, 지방세와 아파트 관리비를 내는 데 쓸 수도 있다. 지자체별로 포인트 활용처가 다르며 현금과 교환비도 다른데, 최대는 '1포인트에 2원'이다. 이번에 소상공인을 위한 혜택도 생겼다. 프랜차이즈 카페에서 텀블러·다회용컵을 이용하거나, 배달앱을 통해 음식을 배달시켜 먹을 때 다회용기를 사용하는 등 녹색생활을 실천해도 탄소중립포인트를 준다. 이때 소상공인인 점주들에게도 소비자가 받는 포인트의 10%만큼 지급된다. 카페에서 텀블러·다회용컵 사용 시 소비자가 받는 포인트는 1회에 300원이므로, 점주는 음료를 소비자가 가져온 텀블러에 담아 내줄 때 30원씩 받게 된다. 음식을 배달받을 때 다회용기를 쓰면 소비자가 받는 포인트는 1회당 1천원, 점주가 받는 100원이다. 다만 소상공인은 연간 최대 15만원까지만 포인트를 받을 수 있다. 탄소중립포인트제에 가입한 국민은 작년 말 기준 104만명이다. 작년과 재작년 국민이 받아 간 포인트는 총 113억5천여만원에 달한다. 환경부는 올해 포인트 지급 예산으로 147억7천여만원을 편성해둔 상태다. jylee24@yna.co.kr",https://n.news.naver.com/mnews/article/001/0014498608?sid=102
"광주광역시, 탄소 중립 도시 '잰걸음'","전봇대 거치형 전기자동차 충전기. 광주시 제공 '탄소 중립.' 탄소 배출량과 흡수량이 균형을 이뤄 탄소 실질 배출량이 영(0)이 되는 것을 말한다. 기후 변화 시대를 겪으며 탄소 중립에 대한 사회적 요구가 갈수록 커지면서 정부는 2050년까지 탄소 중립을 달성하겠다고 선언했다. 지구 평균 온도 상승을 1.5도 이내로 억제하기 위한 국제 사회 노력에 동참한 것이다. 광주광역시도 예외는 아니다. 광주시는 정부 계획보다 5년 앞선 2045년까지 지역 단위 탄소 배출을 순 배출 기준으로 0으로 만들기로 했다. 그러면서 2018년 936만 톤CO2eq(이산화탄소 환산량)에 달했던 광주시 온실가스 배출량을 2030년까지 515만 톤CO2eq로 45% 감축하겠다는 목표를 세웠다. 이를 위해선 온실가스 배출원의 29%나 차지하는 수송 분야 온실가스 감축이 절실한 상황이다. 광주시가 친환경차 전환에 팔을 걷어붙인 이유다. 광주시는 올해 총사업비 650억 원을 투입해 전기자동차‧수소자동차 보급, 운행 경유차 배출 가스 저감 등 14개 사업을 시행키로 했다. 당장 승용차 1,775대, 화물차 807대, 승합차 25대, 이륜차 213대 등 전기차 2,820대 구매를 지원할 계획이다. 광주시는 또 편의점, 식당가 등에 급속충전기 15기를 설치하고 환경부, 한국전력과 협력해 공영·노상 주차장 등에 70여 기 충전 시설도 확충키로 했다. 광주시는 승용차 50대, 버스 10대, 청소차 4대 등 수소자동차 64대 보급을 지원할 방침이다. 승용차 1대당 3,250만 원의 보조금이 지급된다. 이밖에 배출가스 4·5등급 노후 경유 차를 대상으로 조기 폐차(3,727대), 조기 폐차가 어려운 경유 차에는 배출 가스 저감 장치 부착(226대)을 지원할 예정이다. 경유차의 저공해 전환을 위해 액화 석유 가스(LPG) 통학차 22대 구매도 지원한다. 다만 그동안 지원했던 1톤 LPG 화물차는 전기 화물차 보급 확산을 유도하고자 2023년 이월분까지만 지원하기로 했다. 광주시는 이달 말쯤 이 같은 지원책을 광주시 누리집에 공고할 예정이다. 광주 지역 친환경차 누적 보급 대수는 지난해 말 현재 전기차 1만3,151대, 수소차 1,339대 등 모두 1만4,490대다. 2019년 말 3,183대(전기차 2천690대·수소차 493대)와 비교해 355% 늘어났다.",https://n.news.naver.com/mnews/article/469/0000785345?sid=102
"양평군, 탄소중립 녹색성장 기본계획 수립 관련 설문 진행",경기도 양평군이 탄소중립 녹색성장 기본계획 수립을 위해 주민 설문조사를 진행 중이다. 설문은 군민들의 탄소중립 관련 인식도를 조사하고 탄소중립 정책 선호도 등에 대한 의견을 수렴하기 위해 실시된다. 오는 19일까지 진행되는 설문조사는 군 홈페이지 또는 스마트 양평톡톡을 통해 참여할 수 있다. 지난해 한국환경공단에서 실시한 기초지자체 탄소중립 기본계획 수립 지원사업에 선정된바 있으며 이번 설문 결과를 탄소중립 녹색성장 기본계획의 기초자료로 활용할 예정이다. 군 관계자는 “2050 탄소중립 사회 실현의 길잡이가 될 우리 군의 탄소중립 녹색성장 기본계획이 내실 있게 수립될 수 있도록 주민 여러분의 많은 관심과 의견 부탁드린다”고 했다. 양평군청 전경 [사진=양평군],https://n.news.naver.com/mnews/article/031/0000813351?sid=004
"산림청, 국외산림탄소배출감축법 17일부터 시행","개도국 산림탄소축적증진 사업자 제도적 지원 [대전=뉴시스] 국외산림탄소배출감축법 안내물.(사진=산림청 제공) *재판매 및 DB 금지 [대전=뉴시스] 김양수 기자 = 산림청은 17일부터 '개발도상국 산림을 통한 온실가스 배출감축 및 탄소축적 증진 지원에 관한 법률'이 본격 시행된다고 15일 밝혔다. 이 법은 2030 국가온실가스감축목표 및 2050 탄소중립 달성에 기여키 위한 국외산림탄소축적증진(REDD+) 활동을 정부 차원에서 체계적으로 진흥키 위해 제정됐다. REDD+(Reducing Emissions from Deforestation and forest Degradation Plus)는 개발도상국의 산림파괴를 방지해 탄소배출을 줄이자는 활동으로 기후변화협약에서 중요하게 다뤄지는 온실가스 감축 메커니즘이다. 법에는 ▲REDD+ 종합계획 수립 ▲한국형 운영표준 마련 ▲실태조사 ▲민간역량 강화 및 전문인력 양성 등이 담겨 있다. 산림청에 따르면 산림전용 등 훼손에 따른 전세계 온실가스 배출은 에너지, 교통 부문에 이어 세 번째로 많으며 특히 개발도상국의 산림훼손 문제가 심각한 수준이다. 법 시행에 따라 앞으로는 산림청에 국외산림탄소축적증진 사업계획을 신고·수리한 기업들은 해외시장개척, 사업컨설팅, 기술개발 보급 등의 제도적 지원을 받을 수 있게 됐다. 남성현 산림청장은 ""범지구적 과제인 기후위기에 대응할 수 있도록 우리 기업들의 활발한 참여를 기대한다""며 ""더 많은 기업들이 탄소중립에 동참할 수 있도록 민간지원 정책을 지속 발굴해 나가겠다""고 말했다.",https://n.news.naver.com/mnews/article/003/0012375587?sid=102
해운분야 탄소배출 79억 t… “한미일 ‘녹색항로’ 만들어 규제 대비를”,"‘국제해운 2050 넷제로’ 달성하려면 작년 국내 3개 항만서 90만 t 배출… 한국 배출 증가량 세계 평균 훌쩍 무탄소 연료-재생에너지 활용 등 탄소배출 않는 ‘녹색항로’ 급부상 정부, 미국-영국 등 4개국과 검토… 3개 항만에 적용 땐 절감 효과 커 게티이미지코리아 국제해사기구(IMO)는 지난해 ‘국제해운 2050 넷제로’를 선언하고 해운 부문에서 탄소 배출을 줄이기 위한 노력을 시작했다. 해운은 세계 교역의 90%를 차지하는 핵심 운송 수단이다. 그런 만큼 선박 연료 연소로 인한 대기오염과 온실가스 배출이 심각하다는 점을 감안한 조치다. 또 세계 각국도 선박 운행으로 인한 탄소를 줄이기 위해 통상 정책과 규제 등을 적극 검토하기 시작했다. 대외경제정책연구원에 따르면 1990년 이후 30년간 해운 분야 온실가스 배출량은 꾸준히 늘어 2014∼2018년 연평균 78억8590만 t을 배출했다. 이 기간 한국은 미국(21.7%), EU(11.5%), 중국(10.8%) 등에 이어 세계 수송 부문 온실가스 총배출량의 1.3%를 차지했다. 미국 등에 비하면 비중은 낮지만 연평균 배출 증가량은 2.4%로 전 세계 평균(1%가량)의 두 배 이상이다. 중국 인도 인도네시아 등 개발도상국을 제외하면 주요 배출국 중 선박 탄소 배출이 가장 빠르게 늘고 있다. ● 각국 뛰어드는 ‘녹색 항로’…  새로운 환경규제 해운 부문에서 온실가스 배출을 줄이기 위한 방법 중 하나는 ‘녹색 항로’ 구축이다. 2021년 제26차 유엔기후변화협약 당사국총회(COP26)에서 미국 독일 등 22개국은 세계적으로 온실가스를 배출하지 않는 ‘무탄소’ 녹색 항로를 최소 6개 이상 구축하는 데 합의했다. 또 상하이항(중국)-로스앤젤레스항(미국), 핼리팩스항(캐나다)-함부르크항(독일) 등 약 20곳에 녹색 항로를 구축하겠다는 계획을 밝혔다. 당시 우리나라는 제조업 비중이 높고 조선·해운업 규모가 크기 때문에 선언에 동참하지 않았다. 하지만 이후 IMO가 선박 탄소배출량에 따른 부담금 부과를 추진한다는 소식이 들려오면서 한국도 관련 정책을 추진하기 시작했다. 한국은 이듬해 COP27에서 녹색 항로 구축에 뛰어들겠다고 밝혔고 지난해 9월 윤석열 대통령이 주요 20개국(G20) 정상회의 당시 글로벌 녹색 해운항로 구축을 선언했다. 정부는 지금까지 미국, 영국, 호주, 싱가포르 등 4개국과 녹색 항로 구축을 검토하겠다고 밝힌 상태다. ● 지난해 국내 3대 항만, 탄소 배출량 90만 t 기후싱크탱크 기후솔루션은 이달 13일 ‘국제해운 탄소중립을 위한 한미일 녹색 해운항로 구축’ 보고서에서 부산항, 인천항, 광양항 등 국내 3개 주요 항만의 온실가스 배출량을 산정했다. 선박자동식별시스템(AIS)과 선박배기가스배출 추정모형 등을 바탕으로 계산한 결과 지난해 부산항 경계 내에서 이산화탄소 약 59만4815t이 배출된 것으로 분석됐다. 광양항에선 19만4856t, 인천항에선 10만1545t의 이산화탄소가 배출됐다. 기후솔루션은 “한미일 3국 다자간 해운항로를 녹색 항로로 바꿀 경우 부산·인천·광양항 모두  일본의 도쿄·요코하마항, 미국 로스앤젤레스·롱비치항과 녹색 항로를 구축할 때 효과가 가장 큰 것으로 나타났다”고 밝혔다. 특히 부산-도쿄·요코하마항 항로는 지난해 440척의 선박이 오가며 이산화탄소 2062만 t을 배출했다. 부산-로스앤젤레스·롱비치항 항로는 2060만 t, 부산-뉴욕·뉴저지항은 1810만 t을 배출했다. 기후솔루션 관계자는 “녹색 항로는 온실가스 배출량 감축뿐 아니라 향후 해양 환경 규제가 해운 산업의 새로운 진입장벽으로 작용할 때를 대비한다는 의미도 있다”며 “정부는 항만기본계획 수정 및 외국과의 협의 등 국내외적 대응이, 해운사들은 무탄소 선박 도입을 앞당기는 노력이 필요하다”고 강조했다. 녹색 항로 녹색 항로는 선박에 메탄올·수소 등 무탄소 연료를 사용하거나, 설비·운송 등 항만 운영을 전기화하거나, 항만 전력 재생에너지 조달 등의 조건을 충족하는 항로를 말한다.",https://n.news.naver.com/mnews/article/020/0003547583?sid=102
